 86770833333333335E-003	 93150001313495948E-002	 34914436253847478E-005	-53340759273359417E-001	 83997056275177770E-002
 25368749999999999E-002	 27945000394048786E-001	 34914436253847478E-005	-53340759273359417E-001	 11601718296394810E+000
 42062500000000003E-002	 46575000656747978E-001	 34914436253847478E-005	-53340759273359417E-001	 34046250979930264E+000
 58752083333333337E-002	 69861755904324385E-001	 34914436253847478E-005	-53340759273359417E-001	 68342742933892140E+000
 75445833333333337E-002	 88491756167023572E-001	 34914436253847478E-005	-53340759273359417E-001	 11407944574512371E+001
 92135416666666664E-002	 10712101134892518E+000	 34914436253847478E-005	-53340759273359417E-001	 17179313611004879E+001
 10882916666666667E-001	 13040851167729917E+000	 34914436253847478E-005	-53340759273359417E-001	 24156985968459598E+001
 12552083333333333E-001	 14903776685920078E+000	 34914436253847478E-005	-53340759273359417E-001	 32335961968453397E+001
 14221249999999999E-001	 16766776712189997E+000	 34914436253847478E-005	-53340759273359417E-001	 41745816103091528E+001
 15890416666666668E-001	 18629776738459916E+000	 34914436253847478E-005	-53340759273359417E-001	 52336705261057240E+001
 17559374999999999E-001	 20958452263217557E+000	 58618100893549248E-003	-53340759273359417E-001	 64124250433815845E+001
 19228541666666665E-001	 22821452289487478E+000	 58618100893549248E-003	-53340759273359417E-001	 77120096675425643E+001
 20897916666666666E-001	 24684377807677635E+000	 58618100893549248E-003	-53340759273359417E-001	 91294824843127714E+001
 22567083333333332E-001	 27013127840515034E+000	 58618100893549248E-003	-53340759273359417E-001	 10670824331763855E+002
 24236250000000001E-001	 28876127866784955E+000	 58618100893549248E-003	-53340759273359417E-001	 12333234898225540E+002
 25905416666666664E-001	 30739053384975117E+000	 58618100893549248E-003	-53340759273359417E-001	 14114418645641004E+002
 27574583333333336E-001	 33067803417812516E+000	 58618100893549248E-003	-53340759273359417E-001	 10459284232767056E+001
 29243958333333331E-001	 34930728936002677E+000	 58618100893549248E-003	-53340759273359417E-001	 30810448151794297E+001
 30913125000000002E-001	 36793728962272594E+000	 58618100893549248E-003	-53340759273359417E-001	 52300569773717172E+001
 32582499999999998E-001	 38656728988542515E+000	 58618100893549248E-003	-53340759273359417E-001	 74756409989709539E+001
 34251458333333334E-001	 40985404513300159E+000	 58618100893549248E-003	-53340759273359417E-001	 98245345152420882E+001
 35920625000000000E-001	 42848404539570071E+000	 58618100893549248E-003	-53340759273359417E-001	 12321699035758157E+002
